Age,Condition,Date,Drug,DrugId,EaseofUse,Effectiveness,Reviews,Satisfaction,Sex,Sides
65-74,COPD with Chronic Bronchitis,2013-10-06,daliresp,155809,5,5,"I have been on Dailresp for a year now. I experienced mild side effects and didn't mind losing some weight along the way. I did experience some thoughts of suicide after being on it several months, but when I realized that it was a side effect of the drug, I simply cut out two dosages a week, and those bad thoughts went away. I have not had even a cold in a year, let alone bronchitis or pnuemonia over and over again. My insurance pays all but $60 a month for it, and I am sure they are glad as they are certainly not having to pay for the quantities of other medications that they would normally have had to pay with the cycle of bronchitis that I constantly suffered through. I never had any sick leave left, and rarely any vacation time either. Now we are looking forward to actually planning a vacation together. It may not be for everyone, but I thank God my son-in-law who is a respiratory inhalationist suggested that I try it, and my doctor agreed. ",4,Male,"Diarrhea ,  weight loss ,  stomach / abdominal pain ,  nausea , loss of appetite,  headache , or  dizziness  may occur."
45-54,COPD with Chronic Bronchitis,2013-10-02,daliresp,155809,3,3,I have severe COPD with an EF of 38% I have been taking 500 mil Daliresp for about 2 weeks my coughing up mucus has really decreased my breathing has improved some hoping for more improvement.It dose make me use the restroom several times a day but it's not that bad for me because with my heart failure I eat pretty healthy and drink a lot of water. ,3,Male,"Diarrhea ,  weight loss ,  stomach / abdominal pain ,  nausea , loss of appetite,  headache , or  dizziness  may occur."
65-74,COPD with Chronic Bronchitis,2013-09-27,daliresp,155809,5,5,I started this medication and had to stop because of major stomach pain.  And then my breathing was real bad so I started it again and ate some fresh aloe vera from my backyard and I now have no pain.  I am so happy because I had a doctor puncture my lung originally and had to take my lung out and and cut and staple my lung.  For the first time in 40 years I can breath.  You can get aloe vera in the health food stores.  Give it a try.,5,Female,"Diarrhea ,  weight loss ,  stomach / abdominal pain ,  nausea , loss of appetite,  headache , or  dizziness  may occur."
45-54,COPD with Chronic Bronchitis,2013-09-21,daliresp,155809,1,1,"i have had all side effect, worse weight lost and diareha",1,Female,"Diarrhea ,  weight loss ,  stomach / abdominal pain ,  nausea , loss of appetite,  headache , or  dizziness  may occur."
65-74,COPD with Chronic Bronchitis,2013-09-21,daliresp,155809,1,2,it has caused me to have breathing problems allergic reaction  weird thoughts and strange feeling like my mind was working to fast ended up in the ER with rapid heart beat and throat closing up.Still having problems after having stopped the drug two days ago. ,1,Male,"Diarrhea ,  weight loss ,  stomach / abdominal pain ,  nausea , loss of appetite,  headache , or  dizziness  may occur."
55-64,COPD with Chronic Bronchitis,2013-09-17,daliresp,155809,5,5,"Daliresp helped my breathing, but the diarrhea isn't worth it.  Also caused trouble sleeping, but the weight loss was great.  My doctor took me off it.",2,Female,"Diarrhea ,  weight loss ,  stomach / abdominal pain ,  nausea , loss of appetite,  headache , or  dizziness  may occur."
65-74,COPD with Chronic Bronchitis,2013-09-09,daliresp,155809,4,5,"I stopped and restarted due to side effects several times. I changed the time I took it. Also, other medications will cause more side effects. Now I'm taking it after breakfast and my headaches have went away. Still have problems sleeping. The medication works wonders if you can take it and put  up with the side effects.",5,Male,"Diarrhea ,  weight loss ,  stomach / abdominal pain ,  nausea , loss of appetite,  headache , or  dizziness  may occur."
65-74,COPD with Chronic Bronchitis,2013-09-07,daliresp,155809,5,5,This medication has stopped me from having bronchitis. Anyone that has COPD should be on this drug.,5,Male,"Diarrhea ,  weight loss ,  stomach / abdominal pain ,  nausea , loss of appetite,  headache , or  dizziness  may occur."
65-74,COPD with Chronic Bronchitis,2013-08-21,daliresp,155809,1,1,Luckily I got some free samples before paying the price of $754.00 for this med.  The first day was awful...with diarehha so bad all I did was run to the bathroom.  Who the hell can afford this and I sure am not taking it for another day.,1,Female,"Diarrhea ,  weight loss ,  stomach / abdominal pain ,  nausea , loss of appetite,  headache , or  dizziness  may occur."
55-64,COPD with Chronic Bronchitis,2013-07-27,daliresp,155809,1,1,"I got every side effect that was listed on my pharmacy drug sheet. Just wanted to stay in bed ""soooo sick"" worse than pregnant sickness,if you can afford to stay sickly it is a great way to lose weight",1,Female,"Diarrhea ,  weight loss ,  stomach / abdominal pain ,  nausea , loss of appetite,  headache , or  dizziness  may occur."
55-64,COPD with Chronic Bronchitis,2013-07-09,daliresp,155809,4,3,it seems to help my breating but I believe that it makes me feel as though I have lost my sense of well being and also I have been having sore throats,3,Female,"Diarrhea ,  weight loss ,  stomach / abdominal pain ,  nausea , loss of appetite,  headache , or  dizziness  may occur."
65-74,COPD with Chronic Bronchitis,2013-05-23,daliresp,155809,3,1,Allot of tummy pain,1,Male,"Diarrhea ,  weight loss ,  stomach / abdominal pain ,  nausea , loss of appetite,  headache , or  dizziness  may occur."
65-74,COPD with Chronic Bronchitis,2013-03-05,daliresp,155809,5,5,shaky and depressed,5,Female,"Diarrhea ,  weight loss ,  stomach / abdominal pain ,  nausea , loss of appetite,  headache , or  dizziness  may occur."
45-54,COPD with Chronic Bronchitis,2013-02-28,daliresp,155809,5,5,"I have severe copd & use nebulizer twice a day, rescue inhaler as needed (4 to 12 times a day) & symbicort 2 times per day. There's nothing worse than not being able to breath. Life sucks on my bad days. Started taking dailresp last month and it works great!! Breathing is a lot better. Feeling a lot better. Makes sense if your body is getting more oxygen you should feel better. Only side effects I'm having bouts of diarrhea and trouble sleeping but hopefully these will stop after a while. I can live with it either way. ",3,Male,"Diarrhea ,  weight loss ,  stomach / abdominal pain ,  nausea , loss of appetite,  headache , or  dizziness  may occur."
55-64,COPD with Chronic Bronchitis,2013-02-21,daliresp,155809,4,3,"I do think this drug helps with my breathing, however, the side effects are horrible.  Can't sleep, bad tremors, stomach pain and can barely make myself eat anything and I can't afford to lose weight.  Plan to discontinue today after only one week.",1,Female,"Diarrhea ,  weight loss ,  stomach / abdominal pain ,  nausea , loss of appetite,  headache , or  dizziness  may occur."
55-64,COPD with Chronic Bronchitis,2013-02-21,daliresp,155809,1,3,"I took this drug for four days before I noticed any changes other than insomnia (big time)and headache (big time). Then, on the fifth dose I noticed I was having thoughts on how best to leave this world. I started having diarrhea and the worst was the low back pain and sciatica like symptoms down the back of both legs. The pain was only alleviated with ice packs. No amountaspirin, ibuprofen or Tylenol could touch it. I did notice after the fifth day that I was breathing quite a bit better and not having as many bronchospasms. I decided to try alternating the dose one day on, one day off. No help with adverse side effects. I skipped three days in between doses; also with no help. I don't think I can stand to take this med due to the back pain, headache, depressive thoughts and diarrhea. I wonder if a person took it for a couple of months would the bad side effects go away?
Thanks for listening.",1,Female,"Diarrhea ,  weight loss ,  stomach / abdominal pain ,  nausea , loss of appetite,  headache , or  dizziness  may occur."
75 or over,COPD with Chronic Bronchitis,2013-02-04,daliresp,155809,5,5,"I have bronchiectasis and bronchial asthma along with COPD.  I use 3 meds in nebulizer twice daily.  Was using rescue inhaler 2 - 4 times a day.  In my 6th week with daliresp, I have used rescue inhaler only 3 times.  What a joy to have such relief.  ",5,Male,"Diarrhea ,  weight loss ,  stomach / abdominal pain ,  nausea , loss of appetite,  headache , or  dizziness  may occur."
55-64,COPD with Chronic Bronchitis,2013-01-20,daliresp,155809,5,5,"I had been living off of my rescue inhalers and nebulizer constantly. The very first day i took daliresp, i noticed a difference. Less inhaler use. After taking this medicine for a week now, i rarely need to use my rescue inhaler, i can walk much further without having to stop to breathe. I have severe copd.So far the only side affect is teeth clenching. I can deal with that, i would rather breathe.Last year, i had pulmonary failure due to pneunomia.After that i have had to call 911 5 times, and be brought to er for steroid treatments and over night stays.I can breathe like i did 6 years ago. i love this drug so far.the medicine far outweighs the side effects. NOTHING IS WORSE THAN NOT BEING ABLE TO BREATHE.",5,Female,"Diarrhea ,  weight loss ,  stomach / abdominal pain ,  nausea , loss of appetite,  headache , or  dizziness  may occur."
45-54,COPD with Chronic Bronchitis,2012-12-27,daliresp,155809,4,4,i feel better,4,Female,"Diarrhea ,  weight loss ,  stomach / abdominal pain ,  nausea , loss of appetite,  headache , or  dizziness  may occur."
65-74,COPD with Chronic Bronchitis,2012-12-06,daliresp,155809,5,5,"I have been taking Daliresp about six months. The only side effect I had was weight loss, which I needed. Had difficulty sleeping the first few night's, but that went away. I have not had a serious flare up since I have been on this medication, felt better, breath easier, overall quality of life is better.
Wish I had known about this drug long ago. ",5,Female,"Diarrhea ,  weight loss ,  stomach / abdominal pain ,  nausea , loss of appetite,  headache , or  dizziness  may occur."
